행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
연극 아트,웅부홀,공연연극,2023-03-24,2023-03-24,19:30,21:10,유료,안동문화예술의전당,안동문화예술의전당,054-840-3600,,698,(R석)50000원+(S석)30000원,15세 이상 관람 가능,,,https://www.andong.go.kr/arts/main.do,https://www.andong.go.kr/arts/main.do,Y,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.559409,128.725076,2024-11-18,5070000,경상북도 안동시
교류초대 작가전,청주예술의전당 소1전시실,전시,2022-05-03,2022-05-09,09:00,18:00,유료,청주자연미술협회,청주자연미술협회,,,,,,,,https://www.cheongju.go.kr/ac/index.do,,Y,충청북도 청주시 서원구 흥덕로 69,,,,2022-05-20,5710000,충청북도 청주시
조선 팝 익스프레스,청주예술의전당 대공연장,순수공연,2022-05-03,2022-05-04,19:30,21:00,무료,청주시립국악단,청주시립국악단,043-201-0971,,,,,,,https://www.cheongju.go.kr/ac/index.do,,Y,충청북도 청주시 서원구 흥덕로 69,,,,2022-05-20,5710000,충청북도 청주시
권효은 piano studio 음악회,청주예술의전당 소공연장,순수공연,2022-05-04,2022-05-04,19:30,21:00,유료,권효은 piano studio,권효은 piano studio,,,,,,,,https://www.cheongju.go.kr/ac/index.do,,Y,충청북도 청주시 서원구 흥덕로 69,,,,2022-05-20,5710000,충청북도 청주시
문화가 있는 날 <그림읽어주는 베토벤 이중섭>,이천아트홀 소공연장,클래식,2022-05-28,2022-05-28,16:00,17:10,유료,이천문화재단,이천문화재단,031-646-2200,,451,전석 5000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
이문세 콘서트,이천아트홀 대공연장,콘서트,2022-05-20,2022-05-21,10:00,17:00,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석 143000원+S석 121000원+붉은노을석 99000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
표현놀이극 방귀쟁이 며느리(전시장),이천아트홀 전시장,연극,2022-05-05,2022-05-22,11:00,16:30,유료,이천문화재단,이천문화재단,031-646-2200,,,20000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
4월 문화가 있는 날 크로키키 브라더스,이천아트홀 소공연장,뮤지컬,2022-04-30,2022-04-30,16:00,18:00,유료,이천문화재단,이천문화재단,031-646-2200,,450,전석 5000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
서울시국악관현악단X이천문화재단,이천아트홀 대공연장,음악,2022-03-12,2022-03-12,17:00,19:00,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석 30000원+S석 20000원+A석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
뮤지컬 젠틀맨스 가이드,이천아트홀 대공연장,뮤지컬,2022-02-26,2022-02-27,14:00,22:00,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석 130000원+S석 100000원+A석 70000원+B석 40000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
이천문화재단 신년음악회,이천아트홀 대공연장,음악,2022-01-22,2022-01-22,17:00,19:00,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석 50000원+S석 30000원+A석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
겨울愛이천 스테이지 _ 015B X 김형중,이천아트홀 소공연장,콘서트,2021-12-24,2021-12-24,19:00,22:00,유료,이천문화재단,이천문화재단,031-644-2200,,1200,R석66000원+S석44000원+A석22000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
뮤지컬 ’빨래’,이천아트홀 소공연장,뮤지컬,2021-12-03,2021-12-04,14:30,21:00,유료,이천문화재단,이천문화재단,031-644-2200,,451,R석50000원+S석30000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
11월 문화가 있는 날 ’더 퍼니스트 쇼’,이천아트홀 소공연장,다중,2021-11-26,2021-11-26,13:50,18:00,유료,이천문화재단,이천문화재단,031-644-2200,,451,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
정승환X권진아,이천아트홀 대공연장,콘서트,2021-11-13,2021-11-13,19:00,22:00,유료,이천문화재단,이천문화재단,031-644-2200,,1200,R석99000원+S석77000원+A석55000원+B석33000,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
김연자 콘서트,이천아트홀 대공연장,콘서트,2021-11-06,2021-11-06,14:00,21:00,유료,이천문화재단,이천문화재단,031-644-2200,,1200,R석100000원+S석80000원+A석50000원+B석30000,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
찾아가는 문화예술 ’환경퍼포먼스그룹 유상통프로젝트’,이천아트홀 소공연장,다중,2021-11-05,2021-11-05,14:00,18:00,무료,이천문화재단,이천문화재단,031-644-2200,,451,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
10월 문화가 있는 날 ’조윤범의 파워클래식’,이천아트홀 소공연장,클래식,2021-10-30,2021-10-30,16:00,18:00,무료,이천문화재단,이천문화재단,031-644-2200,,451,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
가을愛이천스테이지 ’한동준X동물원X안치환’,이천아트홀 대공연장,콘서트,2021-10-23,2021-10-23,19:00,22:00,유료,이천문화재단,이천문화재단,031-644-2200,,1200,R석30000원+S석20000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
연극 2호선 세입자,이천아트홀 소공연장,연극,2021-10-15,2021-10-16,19:00,18:00,유료,이천문화재단,이천문화재단,031-644-2200,,451,R석20000원+S석10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
9월 문화가 있는 날 ’포르테 디 콰트로 김현수’,이천아트홀 소공연장,음악,2021-10-02,2021-10-02,16:00,18:00,유료,이천문화재단,이천문화재단,031-644-2200,,451,전석10000,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
카더가든X오존 콘서트,이천아트홀 대공연장,콘서트,2021-09-04,2021-09-04,19:00,21:00,유료,이천문화재단,이천문화재단,031-644-2200,,1200,R석20000원+S석10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
찾아가는 문화예술 ’발레야 놀자’,이천아트홀 소공연장,발레,2021-09-03,2021-09-04,11:00,18:00,무료,이천문화재단,이천문화재단,031-644-2200,,451,,48개월 이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
이천문화재단 출범 기념음악회,이천아트홀 소공연장,복합,2021-01-30,2021-01-30,19:30,20:30,무료,경기도 이천시청,이천문화재단,031-633-9731,,,,전체관람가,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
마티네 콘서트 / 셰익스피어 - 리어왕,이천아트홀 대공연장,클래식,2023-03-31,2023-03-31,11:00,12:20,유료,이천문화재단,이천문화재단,031-636-2202,,180,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
봄愛이천 스테이지 - 정준일 콘서트,이천아트홀 대공연장,콘서트,2023-03-18,2023-03-18,19:00,20:40,유료,이천문화재단,이천문화재단,031-636-2202,,1200,R석 77000원+S석 55000원+A석 33000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
2023 이천문화재단 신년음악회,이천아트홀 대공연장,클래식,2023-02-04,2023-02-04,17:00,18:40,유료,이천문화재단,이천문화재단,031-636-2202,,1200,R석 30000원+S석 20000원+A석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
이천문화재단 출범 2주년 기념음악회 소프라노 조수미 콘서트,이천아트홀 대공연장,클래식,2022-11-29,2022-12-25,19:00,20:30,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석120000원+S석100000원+A석80000원+B석60000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
그림읽어주는 베토벤 _ 플란다스의 개,이천아트홀 대공연장,클래식,2022-11-28,2022-12-24,16:00,17:10,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석20000원+S석10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
킹키부츠,이천아트홀 대공연장,뮤지컬,2022-11-27,2022-11-27,19:00,21:35,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석150000원+S석130000원+A석100000원+B석70000원+C석40000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
킹키부츠,이천아트홀 대공연장,뮤지컬,2022-11-26,2022-11-27,14:00,16:35,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석150000원+S석130000원+A석100000원+B석70000원+C석40000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
레전드 7080 콘서트,이천아트홀 대공연장,콘서트,2022-11-12,2022-11-12,19:00,20:30,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석33000원+S석22000원+A석11000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
방방곡곡 민간우수3 뮤지컬 시데레우스,이천아트홀 소공연장,뮤지컬,2022-10-29,2022-10-29,14:00,15:40,유료,이천문화재단,이천문화재단,031-646-2200,,451,R석 44000원+S석33000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
방방곡곡 민간우수3 뮤지컬 시데레우스,이천아트홀 소공연장,뮤지컬,2022-10-29,2022-10-29,18:00,19:40,유료,이천문화재단,이천문화재단,031-646-2200,,451,R석 44000원+S석33000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
부악로 40의 사건 수첩,이천아트홀 전관,백스테이지체험,2022-10-17,2022-10-21,10:00,13:30,무료,이천문화재단,이천문화재단,031-646-2200,,,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
부악로 40의 사건 수첩,이천아트홀 전관,백스테이지체험,2022-10-17,2022-10-21,12:00,15:30,무료,이천문화재단,이천문화재단,031-646-2200,,,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
안예은 콘서트,이천아트홀 소공연장,콘서트,2022-10-08,2022-10-08,19:00,20:30,유료,이천문화재단,이천문화재단,031-646-2200,,451,R석 44000원+S석33000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
9월 문화가 있는 날 이천청소년오케스트라 X 이천시YMCA청소년오케스트라,이천아트홀 대공연장,클래식,2022-10-01,2022-10-01,16:00,17:10,무료,이천문화재단,이천문화재단,031-646-2200,,1200,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
이천문화재단 인형극 페스티벌,이천아트홀 전관,페스티벌,2022-09-24,2022-09-25,11:00,16:00,유료,이천문화재단,이천문화재단,031-646-2200,,,어린이 10000원+성인5000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
8월 문화가 있는 날 조윤범의 파워클래식,이천아트홀 소공연장,클래식,2022-09-03,2022-09-03,16:00,17:10,유료,이천문화재단,이천문화재단,031-646-2200,,451,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
경기문화재단 2022 찾아가는 Let’s DMZ,이천아트홀 대공연장,클래식,2022-08-26,2022-08-26,19:30,20:40,무료,이천문화재단,이천문화재단,031-646-2200,,1200,,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
방방곡곡 민간우수2 블랙스트링 콘서트,이천아트홀 소공연장,국악,2022-08-13,2022-08-13,19:00,20:10,유료,이천문화재단,이천문화재단,031-646-2200,,451,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
<Music in Academy Awards>,이천아트홀 소공연장,클래식,2022-07-16,2022-07-16,16:00,17:20,유료,이천문화재단,이천문화재단,031-646-2200,,451,전석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
해설이 있는 전막발레 <해적>,이천아트홀 대공연장,무용,2022-06-24,2022-06-24,19:30,20:40,유료,이천문화재단,이천문화재단,031-646-2200,,1200,R석 20000원+S석 10000원,초등학생이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
전시공간 지원사업 <PUZZLE_맞추어가다>,담빛예술창고,전시,2024-06-21,2024-07-14,10:00,18:00,무료,(재)담양군문화재단,전라남도 담양군청,070-4102-5940,(재)담양군문화재단,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 객사7길 77,전라남도 담양군 담양읍 객사리 10-2,35.32344198,126.9936072,2024-12-23,4850000,전라남도 담양군
지역전시활성화사업 <Utopia 유토피아 : 이상향을 꿈꾸다>,관방제림,전시,2024-07-01,2024-09-22,09:00,18:00,무료,갤러리빈치 투영,전라남도 담양군청,061-380-2803,문화체육관광부,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 객사7길 37,전라남도 담양군 담양읍 객사리 2-1,35.32342296,126.9896504,2024-12-23,4850000,전라남도 담양군
담빛예술창고 초청기획전시 <물질이 기원하는 대지>,담빛예술창고,전시,2024-07-20,2024-09-22,10:00,18:00,무료,(재)담양군문화재단,전라남도 담양군청,070-4102-5940,(재)담양군문화재단,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 객사7길 77,전라남도 담양군 담양읍 객사리 10-2,35.32344198,126.9936072,2024-12-23,4850000,전라남도 담양군
담빛시네콘서트,담빛예술창고,공연,2024-07-20,2024-07-20,19:00,21:00,무료,(재)담양군문화재단,전라남도 담양군청,070-4102-5940,(재)담양군문화재단,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 객사7길 77,전라남도 담양군 담양읍 객사리 10-2,35.32344198,126.9936072,2024-12-23,4850000,전라남도 담양군
매직컬 환경 퍼포먼스 <에코백(Eco-Back)>,담양문화회관,공연,2024-09-06,2024-09-06,10:00,11:00,유료,(주)그루잠프로덕션,전라남도 담양군청,061-380-2803,문화체육관광부,,유료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 지침6길 29,전라남도 담양군 담양읍 지침리 112-6,35.31642358,126.9855445,2024-12-23,4850000,전라남도 담양군
담빛파크콘서트,담빛음악당,공연,2024-09-06,2024-09-07,19:30,21:30,무료,(재)담양군문화재단,전라남도 담양군청,070-4102-5940,(재)담양군문화재단,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
담빛음악당 문화공연 <천년담양의 멋과 흥>,담빛음악당,공연,2024-09-21,2024-09-21,10:00,12:00,무료,빛담청산국악원,전라남도 담양군청,061-380-2803,문화체육관광부,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
담빛음악당 무료 영화 상영,담빛음악당,영화,2024-09-27,2024-09-27,19:00,21:00,무료,전라남도 담양군청,전라남도 담양군청,061-380-2805,전라남도 담양군청,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
자연과 사람이 동행하는 가을음악회,담빛음악당,공연,2024-10-09,2024-10-09,14:00,16:00,무료,연예예술인협회,전라남도 담양군청,061-380-2803,전라남도 담양군청,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
<퐁당퐁당 물위를 걷다 展>,담빛예술창고,전시,2024-10-04,2024-10-18,10:00,18:00,무료,한국예술문화단체총연합회 담양지회,전라남도 담양군청,061-380-2803,전라남도 담양군청,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 객사7길 77,전라남도 담양군 담양읍 객사리 10-2,35.32344198,126.9936072,2024-12-23,4850000,전라남도 담양군
담빛시네콘서트 <지브리 OST 캔들라이트>,담빛음악당,공연,2024-10-19,2024-10-19,19:30,21:30,무료,(재)담양군문화재단,전라남도 담양군청,070-4102-5940,(재)담양군문화재단,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
담빛예술창고 특별전시 <Banksy Exhibition by Matin Bull>,담빛예술창고,전시,2024-10-25,2025-01-31,10:00,18:00,무료,(재)담양군문화재단,전라남도 담양군청,070-4102-5940,(재)담양군문화재단,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 객사7길 77,전라남도 담양군 담양읍 객사리 10-2,35.32344198,126.9936072,2024-12-23,4850000,전라남도 담양군
공연장 상주단체 육성지원사업 창작초연 공연 <연동사 술도둑>,담양문화회관,공연,2024-10-25,2024-10-25,19:00,20:00,무료,K&J아트컴퍼니,전라남도 담양군청,070-4102-5940,(재)담양군문화재단,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 지침6길 29,전라남도 담양군 담양읍 지침리 112-6,35.31642358,126.9855445,2024-12-23,4850000,전라남도 담양군
제8회 한국예총 담양지회 종합예술제 <담빛향연>,담빛음악당,공연,2024-10-26,2024-10-26,14:00,16:00,무료,한국예술문화단체총연합회 담양지회,전라남도 담양군청,061-380-2803,전라남도 담양군청,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
대숲사이로 흐르는 울림이 있는 가을음악회,담빛음악당,공연,2024-10-27,2024-10-27,14:00,16:00,무료,연예예술인협회,전라남도 담양군청,061-380-2803,전라남도 담양군청,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
담빛음악당 무료 영화 상영,담빛음악당,영화,2024-11-08,2024-11-08,19:00,21:00,무료,전라남도 담양군청,전라남도 담양군청,061-380-2805,전라남도 담양군청,,무료,전연령,,,https://www.damyangcf.or.kr/user/sub404010,,Y,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30,35.32410393,126.9937078,2024-12-23,4850000,전라남도 담양군
찾아가는 문화공연(2024년 계획 미정),강서구 관내(정확한 일정 미정),문화공연,2024-03-01,2024-11-30,09:00,18:00,무료,부산광역시 강서구청,부산광역시 강서구청,051-970-4062,,,,,,,,, ,부산광역시 강서구 낙동북로 477,,,,2024-12-23,3360000,부산광역시 강서구
새만금아카데미,군산예술의전당 소공연장,클래식,2021-07-21,2021-07-21,19:00,20:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
합창단 105회 정기연주회,군산예술의전당 대공연장,클래식,2021-07-22,2021-07-22,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
렛잇고2,군산예술의전당 대공연장,뮤지컬,2021-07-24,2021-07-24,16:00,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
나도 피아니스트다,군산예술의전당 소공연장,클래식,2021-07-24,2021-07-24,18:00,19:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
하우스 콘서트 2,군산예술의전당 대공연장,클래식,2021-07-28,2021-07-28,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
예당아 놀자,군산예술의전당 야외광장,다원예술,2021-08-28,2021-08-28,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
합창단 제106회 정기연주회,군산예술의전당 대공연장,클래식,2021-11-04,2021-11-04,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
교향악단 제142회 정기연주회,군산예술의전당 대공연장,클래식,2021-09-16,2021-09-16,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
하우스 콘서트 3,군산예술의전당 대공연장,클래식,2021-09-29,2021-09-29,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
예술단 합동 특별기획연주회군산시민과 함께하는 음악회,월명체육관,클래식,2021-10-09,2021-10-09,17:00,18:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5528,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2025-01-20,4671000,전북특별자치도 군산시
