축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
서산해미읍성축제,서산해미읍성 일원,2025-09-26,2025-09-28,세계민속공연+정명반포 퍼포먼스+해미 어린이 공연+해미 더 클래식+해미해피데이+해미 저잣거리+전통복식 체험 등,(재)서산문화재단,충청남도 서산시청,,041-660-2696,https://www.seosan.go.kr/tour/index.do,,충청남도 서산시 해미면 남문2로 143,,36.71355735,126.550384,2025-02-25,B551011,한국관광공사
세종축제,세종호수공원,2025-10-09,2025-10-11,한글놀이터+과학놀이터+시민참여 프록램,(재)세종시문화관광재단,세종특별자치시,,044-850-0592,http://sjfestival.kr/,,세종특별자치시 호수공원길 155,세종특별자치시 세종동 1201,36.49717958,127.2734851,2025-02-25,B551011,한국관광공사
소래포구 축제,소래포구 일원,2025-09-26,2025-09-28,어등 만들기+대하 잡기+생태 체험 부스+예술 체험 부스+해양 어등 터널+소래포구 영상제+아트 플리마켓 등,남동문화재단,인천광역시 남동구청,,032-453-2142,www.namdong.go.kr/soraefestival,,인천광역시 남동구 장도로 86-17,,37.3974554,126.738637,2025-02-25,B551011,한국관광공사
수원화성문화제,수원화성 일원,2025-09-27,2025-10-04,주제공연+투어/전시/체험+시민도화서+축성놀이터+정조대왕 능행차 공동재현 등,경기도 수원시+수원화성문화제 추진위원회+수원문화재단,경기도 수원시청,,031-228-3920,https://www.swcf.or.kr/hlfl/,,경기도 수원시 팔달구 정조로825(남창동),경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,2025-02-25,B551011,한국관광공사
순창장류축제,순창전통고추장민속마을+순창발효테마파크 일원,2025-10-17,2025-10-19,공연+DJ&EDM 불빛쇼+지역민이 꾸미는 문화공연+순창고추장 임금님 진상행렬+발효나라 1997++장류음악회+농악경연대회 등,순창장류축제추진위원회,전북특별자치도 순창군청,문화체육관광부+전북특별자치도청+한국관광공사,063-650-1624,http://www.jangfestival.co.kr,강천산군립공원+전통고추장민속마을,전북특별자치도 순창군 순창읍 민속마을길 6-3,전북특별자치도 순창군 순창읍 백산리 265-4,35.36859967,127.1099792,2025-02-25,B551011,한국관광공사
시흥갯골축제,시흥갯골생태공원,2024-09-27,2024-09-29,갯골 보물찾기+갯골습지놀이터+소금놀이터+갯골 스튜디오+나무숲 피리교실+갯골축제학교+지속가능모니터링단 등,경기도 시흥시청,경기도 시흥시청,,031-310-2919,,,경기도 시흥시 동서로 287,경기도 시흥시 장곡동 724-10,37.38979099,126.7812554,2025-02-25,B551011,한국관광공사
안동국제탈춤페스티벌,탈춤공연장+안동원도심일대,2024-09-27,2024-10-06,한국탈춤 공연+외국탈춤 공연+탈 마스크 체인지 존+세계탈놀이경연대회+탈 탈랜트+탈춤 따라배우기 등,한국정신문화재단,경상북도 안동시청,문화체육관광부+문화재청+경상북도청,054-840-3400,http://www.maskdance.com/2022/main.asp,,경상북도 안동시 축제장길 200,경상북도 안동시 운흥동 300-15,36.56050653,128.7306335,2025-02-25,B551011,한국관광공사
안성맞춤 남사당 바우덕이 축제,안성맞춤랜드+안성천 일대,2025-10-09,2025-10-12,남사당놀이+장터무대+전야제+기획 체험전+체험부스 등,안성맞춤남사당바우덕이축제위원회,경기도 안성시청,문화체육관광부+경기도청,031-678-2511,https://www.anseong.go.kr/tourPortal/baudeogi/main.do,,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3,37.03286562,127.3078038,2025-02-25,B551011,한국관광공사
여주오곡나루축제,여주 신륵사관광지 일원,2025-10-17,2025-10-19,진상퍼레이드+가마솥 여주쌀·오곡 비빔밥+군고구마 기네스+소원지 길 등,여주세종문화관광재단,경기도 여주시청,문화체육관광부+한국관광공사,031-881-9692,https://www.yjcf.or.kr,신륵사+명성황후생가+영릉+황학산수목원,,경기도 여주시 천송동 290-3,37.29910577,127.6557087,2025-02-25,B551011,한국관광공사
연천 구석기축제,연천전곡리유적,2025-05-02,2025-05-05,선사문화체험+전시+이벤트,연천구석기축제추진위원회,경기도 연천군청,,070-8806-5511,https://www.yeoncheon.go.kr/festival/,,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 515,38.01564838,127.0614526,2025-02-25,B551011,한국관광공사
영동난계국악축제,레인보우힐링관광지,2025-09-12,2025-10-11,어가행렬+전국풍물경연대회+낙화놀이+천고 타북식+숭모제+공연+국악체험촌 등,(재)영동축제관광재단+(사)난계기념사업회,충청북도 영동군청,,043-745-8917,http://www.ydnan-gye.co.kr/,,충청북도 영동군 영동읍 영동힐링로 117,,36.15635341,127.7865137,2025-02-25,B551011,한국관광공사
경북영주 풍기인삼축제,축제풍기인삼문화팝업공원 일원,2024-10-05,2024-10-13,개삼터 고유제+주세붕군수 행차 재연+인삼대제+덴동어미 마당놀ㄹ이+소백산 영주풍기인삼가요제+인삼병주만들기 등,(재)영주풍기인삼축제조직위원회,경상북도 영주시청,,054-635-0020,http://www.ginsengfestival.co.kr/,,,경상북도 영주시 풍기읍 성내리 240-1,36.86883535,128.5209542,2025-02-25,B551011,한국관광공사
울산옹기축제,울산 울주군 외고산 옹기마을,2024-05-04,2024-05-06,옹기 전시행사+옹기만들기 체험+옹기가요제+부대 프로그램 등,(재)울주문화재단,(재)울주문화재단,울산광역시 울주군청+울주군의회+울산광역시청+울산광역시의회+문화체육관광부,052-980-2234,https://www.onggi.or.kr/,,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.43506769,129.2795067,2025-02-25,B551011,한국관광공사
울산쇠부리축제,북구청 광장+달천철장 일원,2024-05-10,2024-05-12,체험+전시+학술,울산쇠부리축제 추진위원회,울산광역시 북구청,,052-293-3500,www.soeburi.org,,"울산광역시 북구 산업로 1010, 울산광역시 북구 달천철장길 58","울산광역시 북구 연암동 1004-1, 울산광역시 북구 달천동 1-7",35.58270742,129.3612536,2024-10-31,3720000,울산광역시 북구
곡성세계장미축제,섬진강기차마을,2025-05-16,2025-05-25,세계 유명 장미로 이뤄진 공원에서 다양한 공연과 이벤트 개최,전라남도 곡성군청,전라남도 곡성군청,,061-360-8471,www.gokseong.go.kr,,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,,,2024-12-13,4860000,전라남도 곡성군
곡성심청어린이대축제,섬진강기차마을,2025-10-23,2025-10-26,어린이 중심 콘텐츠로 캐릭터 공연과 가족형 이벤트 개최,전라남도 곡성군청,전라남도 곡성군청,,061-360-8471,www.gokseong.go.kr,,전라남도 곡성군 오곡면 기차마을로 233,전라남도 곡성군 오곡면 오지리 770-5,,,2024-12-13,4860000,전라남도 곡성군
강화 고려산 진달래꽃구경,고려산 일원,2024-04-06,2024-04-14,"임시주차장, 임시화장실, 교통 통제 등 운영",인천광역시 강화군,인천광역시 강화군,,032-930-3622,https://www.ganghwa.go.kr/open_content/main/,,인천 강화군 하점면 강화대로 994-19 강화역사박물관,인천광역시 강화군 강화읍 부근리 350-4,,,2024-12-12,3570000,인천광역시 강화군
산나물축제,도시산림공원 토리숲,2024-04-26,2024-04-28,축제,(재)홍천문화재단,(재)홍천문화재단,강원특별자치도 홍천군,,,,강원특별자치도 홍천군 홍천읍 산림공원1길 29,,,,2024-12-16,4251000,강원특별자치도 홍천군
찰옥수수축제,홍천 종합운동장 주차장,2024-07-19,2024-07-21,축제,(재)홍천문화재단,(재)홍천문화재단,강원특별자치도 홍천군,,,,강원특별자치도 홍천군 홍천읍 산림공원1길 29,,,,2024-12-16,4251000,강원특별자치도 홍천군
맥주축제,도시산림공원 토리숲,2024-07-31,2024-08-04,축제,(재)홍천문화재단,(재)홍천문화재단,강원특별자치도 홍천군,,,,강원특별자치도 홍천군 홍천읍 산림공원1길 29,,,,2024-12-16,4251000,강원특별자치도 홍천군
인삼한우축제,도시산림공원 토리숲,2024-10-03,2024-10-06,축제,(재)홍천문화재단,(재)홍천문화재단,강원특별자치도 홍천군,,,,강원특별자치도 홍천군 홍천읍 산림공원1길 29,,,,2024-12-16,4251000,강원특별자치도 홍천군
사과축제,도시산림공원 토리숲,2024-11-01,2024-11-03,축제,(재)홍천문화재단,(재)홍천문화재단,강원특별자치도 홍천군,,,,강원특별자치도 홍천군 홍천읍 산림공원1길 29,,,,2024-12-16,4251000,강원특별자치도 홍천군
거창국제연극제,수승대 일원,2024-07-26,2024-08-09,국내외 연극공연 등,거창문화재단,거창문화재단+KBS창원방송총국,경상남도+경상남도 거창군,055-940-8455,https://www.kift.or.kr/,,경상남도 거창군 은하리길 2,경상남도 거창군 위천면 황산리 750-3,35.76092327,127.8336769,2025-03-01,5470000,경상남도 거창군
거창한마당대축제,스포츠파크 일원,2024-09-26,2024-09-29,아림예술제+군민체육대회 등,거창문화재단,거창문화재단,경상남도 거창군,055-940-8458,거창한마당축제.kr,,경상남도 거창군 거창읍 심소정길 39-36,경상남도 거창군 거창읍 양평리 1160,35.69513581,127.9263505,2025-03-01,5470000,경상남도 거창군
2024 과천공연예술축제,과천시민회관 옆 잔디마당,2024-09-27,2024-09-29,광장집중형 예술축제,과천문화재단,경기도 과천시청,농협은행㈜과천시지부 등,02-2009-9731,http://www.gcfest.or.kr,,경기도 과천시 통영로 5,경기도 과천시 중앙동 6-2,37.42819137,126.9891538,2025-02-20,3970000,경기도 과천시
상화문학제,수성못 상화동산+수성문화원,2025-05-23,2025-05-25,백일장+시낭송대회+문학강연+문학공연,수성문화원,수성문화원,대구광역시 수성구청,053-768-0002,http://www.suseong.or.kr,,대구광역시 수성구 들안로16길 78,대구광역시 수성구 두산동 30,35.839227,128.618141,2025-02-15,3460000,대구광역시 수성구
천을산 해맞이,천을산 정상,2026-01-01,2026-01-01,신년메세지+해오름 퍼포먼스 등,(재)수성문화재단,대구광역시 수성구청,대구광역시 수성구청,053-666-2163,https://www.suseong.kr,천을산 해맞이 동산+고산초교,,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183,2025-02-15,3460000,대구광역시 수성구
제11회 무안황토갯벌축제,무안황토갯벌랜드 일원,2025-05-10,2025-05-25,갯벌 가족 참여 프로그램+지역 문화와 농산물 향유 프로그램 운영 등,전라남도 무안군축제추진위원회,전라남도 무안군,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 해제면 황토갯벌길 110,전라남도 무안군 해제면 유월리 1-1,35.10332391,126.3319409,2025-02-13,4950000,전라남도 무안군
제28회 무안연꽃축제,회산백련지 일원,2025-06-26,2025-06-29,연꽃 힐링 및 체험프로그램+먹거리 운영 등,전라남도 무안군축제추진위원회,전라남도 무안군,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962,2025-02-13,4950000,전라남도 무안군
대한민국 국향대전,함평엑스포공원,2024-10-18,2024-11-03,함평국화의 겨울이야기,전라남도 함평군+함평축제관광재단,전라남도 함평군+함평축제관광재단,전라남도+한국관광공사+농림축산식품부+농촌진흥청+대한민국국화동호회,061-320-2239,https://www.hpftf.or.kr/,"가을과 겨울 정취를 만끽할 수 있는 경관연출과 대형트리, 종소리 게이트, 마법의성 및 9층탑 등 대형 국화 기획 작품과 매년 다양한 국화분재 작품이 전시되어 환상적인 분위기를 연출",전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,35.05813923,126.5226056,2025-02-14,4960000,전라남도 함평군
나비대축제,함평엑스포공원 일원,2025-04-25,2025-05-06,"나비, 황금박쥐를 만나다.",전라남도 함평군+함평축제관광재단,전라남도 함평군+함평축제관광재단,문화체육관광부+농림축산식품부+환경부+전라남도+한국곤충학회+(사)한국응용곤충학회+전라남도 교육청+한국관광공사+한국도로공사+한국철도공사,061-320-2245,https://www.hpftf.or.kr/contentsView.do?pageId=www88,"꽃+나비+곤충을 소재로 한 전시+문화+체험행사+나비+곤충을 소재로 각종 체험프로그램 운영, 친환경 농ㆍ수ㆍ축산물 및 우수 특산품 등 전시, 판매",전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,35.05813923,126.5226056,2025-02-14,4960000,전라남도 함평군
꽃무릇 축제,용천사 꽃무릇 공원,2024-09-12,2024-09-15,40여만평의 꽃무릇군락과 산제비 나비 그리고 꽃무릇공원을 배경으로 펼쳐지는 꽃무릇 큰잔치,함평축제관광재단,함평축제관광재단,,061-320-2245,https://www.hpftf.or.kr/,40여만평의 꽃무릇군락과 산제비 나비 그리고 꽃무릇공원을 배경으로 펼쳐지는 꽃무릇 큰잔치,전라남도 함평군 해보면 용천사길 209,전라남도 함평군 해보면 광암리 415,35.18352786,126.5452774,2025-02-14,4960000,전라남도 함평군
하남이성산성문화축제,하남이성산성,2025-09-27,2025-09-30,둘레길 걷기+빛조명+개막식 등,경기도 하남시,하남문화재단,,031-790-7979,,,,경기도 하남시 춘궁동 291-1,,,2025-02-14,4040000,경기도 하남시
하남뮤직페스티벌,하남종합운동장,2025-05-23,2025-05-24,음악공연,경기도 하남시,하남문화재단,,031-790-7979,,,경기도 하남시 아리수로 600,,,,2025-02-14,4040000,경기도 하남시
현인가요제,송도해수욕장,2025-08-02,2025-08-03,개막행사+현인가요제 전야제+현인가요제 본선,(사)한국연예예술인협회,(사)한국연예예술인협회,부산광역시+부산광역시 서구,02-2655-3157,http://culture.bsseogu.go.kr,송도해수욕장+부산공동어시장+송도구름산책로+송도해상케이블카+용궁구름다리+암남공원,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2025-02-15,3260000,부산광역시 서구
2024 광주문화유산야행 돌의 기억,"518민주광장, 광주읍성유허 등",2024-04-26,2024-04-27,8야(夜) 테마 문화유산 야간문화 향유 프로그램 운영,광주광역시 동구,광주광역시 동구,문화재청+광주광역시,062-608-2403,http://www.gjnight.com,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,2024-08-21,3590000,광주광역시 동구
제20회 광주 추억의 충장축제,5.18민주광장 및 국립아시아문화전당+충장로+금남로+예술의 거리 등 광주 일원,2024-10-02,2024-10-06,공식행사+퍼레이드+전시+공연+체험+국제교류행사 등,광주광역시 동구,광주광역시 동구,문화체육관광부+광주광역시,062-608-4674,http://www.donggu.kr/index.es?sid=c8,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,2024-08-21,3590000,광주광역시 동구
제2회 광주 버스킹 월드컵,금남로+5.18 민주광장 등 광주 전역,2024-10-02,2024-10-06,토너먼트 방식(온라인 예선을 거쳐 본선 진행)의 버스킹 공연,광주광역시 동구,광주광역시 동구,문화체육관광부+광주광역시,062-608-4674,http://www.buskersworldcup.com/kor/,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,2024-08-21,3590000,광주광역시 동구
장보고수산물축제,해변공원+해양치유센터 일원,2024-05-03,2024-05-06,전통노젓기+해조류김밥만들기+열린무대 등,완도장보고수산물축제 추진위원회,전라남도 완도군청,전라남도청+농협중앙회완도군지부,061-550-5411,www.wando.go.kr,,전라남도 완도군 완도읍 해변공원로 24,전라남도 완도군 완도읍 군내리 1443-1,34.317447,126.752759,2024-08-01,4990000,전라남도 완도군
청산도슬로걷기축제,청산도일원,2024-04-06,2024-04-21,나비야청산가자+청상도 릴레이걷기 등,청산도슬로우걷기축제추진위원회,전라남도 완도군청,전라남도 완도군청,061-550-5433,www.wando.go.kr,,전라남도 완도군 청산면 청산로 46,전라남도 완도군 청산면 도청리 1173-10,34.1797101,126.857789,2024-08-01,4990000,전라남도 완도군
울산옹기축제,울주군 외고산옹기마을일원,2024-05-04,2024-05-06,웰컴투옹기마을(옹기주제전시+창작공연+옹기만들기체험+주민참여공연등),(재)울주문화재단,(재)울주문화재단,문화체육관광부+울산광역시+울산광역시 울주군+울산광역시의회+울산광역시 울주군의회,052-980-2233,https://www.onggi.or.kr,,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088,2024-08-20,3730000,울산광역시 울주군
2025 간절곶 해맞이 행사,울주군 서생면 간절곶 일원,2024-12-31,2025-01-01,새해 해맞이 행사(송년행사+신년행사+새해떡국나눔+셔틀버스 운행 등),(재)울주문화재단,(재)울주문화재단,울산광역시+울산광역시 울주군+울산광역시의회+울산광역시 울주군의회,052-980-2232,http://www.ucf.or.kr,,울산광역시 울주군 서생면 간절곶1길 39-2,울산광역시 울주군 서생면 대송리 28-1,35.35897306,129.3602963,2024-08-20,3730000,울산광역시 울주군
동대문페스티벌,장한로 일대(장한평역~장안동사거리),2024-10-12,2024-10-13,"전 세대가 즐기는 이동무대극과 음악공연 및 도시공간을 새롭게 경험하는 캠핑, 정원, 마켓 등",재단법인 동대문문화재단,서울특별시 동대문구청,서울특별시,02-2127-4711,,,서울특별시 동대문구 장한로,,,,2024-09-02,3050000,서울특별시 동대문구
2025 고양호수예술축제,일산호수공원+일산문화광장,2025-09-26,2025-09-28,국내외 거리예술공연 및 시민참여프로그램,고양문화재단,경기도 고양시청,,031-960-9685,http://www.gylaf.kr,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814,2025-02-17,3940000,경기도 고양시
용마폭포문화예술축제,용마폭포공원,2025-09-27,2025-09-27,클래식·성악 등 가을 분위기에 어울리는 공연+각종 체험행사 등,중랑문화재단,중랑문화재단,서울특별시 중랑구청+서울특별시청,02-3407-6532,https://www.jnfac.or.kr/contents/1335,,서울특별시 중랑구 용마산로 250-12,서울특별시 중랑구 면목동 산 1-4,37.573335,127.089125,2025-02-05,3060000,서울특별시 중랑구
겸재책거리축제,겸재작은도서관 인근 중랑천변,2025-04-01,2025-04-01,봄에 어울리는 독서문화체험 부스 및 각종 체험행사 등,서울특별시 중랑구청,서울특별시 중랑구청,서울특별시청,02-2094-1834,https://www.jungnang.go.kr/portal/main.do,,서울특별시 중랑구 중랑천로 8 인근,서울특별시 중랑구 면목동 1031-22,37.58612555,127.0745434,2025-02-05,3060000,서울특별시 중랑구
중랑 북페스티벌,중랑구청 잔디광장,2025-10-01,2025-10-01,가을에 어울리는 독서문화체험 부스 및 각종 체험행사 등,서울특별시 중랑구청,서울특별시 중랑구청,서울특별시청,02-2094-1834,https://www.jungnang.go.kr/portal/main.do,,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내동 662,37.60656359,127.0927248,2025-02-05,3060000,서울특별시 중랑구
강남아트X2025 서울아트쇼,코엑스,2025-05-10,2025-12-26,작품전시 아트페어+홍보부스 및 이벤트 운영+갤러리 스탬프투어,서울특별시 강남구청,서울특별시 강남구청,,02-3423-5545,https://visitgangnam.net/cultural-events/end/2023gangnamart/,,서울특별시 강남구 영동대로 513 등,,,,2025-02-08,3220000,서울특별시 강남구
제7회의성슈퍼푸드마늘축제,의성종합운동장+읍내 시가지 일원,2024-10-04,2024-10-06,의성 특산물 마늘을 활용한 요리대회+마늘주제관 등 다채로운 프로그램 운영,의성군축제추진위원회,의성군축제추진위원회,경상북도+경상북도 의성군,054-830-6578,http://www.garlicfestival.co.kr,,경상북도 의성군 의성읍 군청길 31,경상북도 의성군 의성읍 후죽리 509-2,36.35290408,128.6972464,2025-02-07,5150000,경상북도 의성군
제2회남대천벚꽃축제,남대천일원,2024-03-30,2024-03-31,버스킹+플리마켓 중심의 벚꽃축제,의성청년회의소,의성청년회의소,경상북도 의성군,054-830-6578,,,,경상북도 의성군 의성읍 후죽리 774-18,36.34921729,128.6915824,2025-02-07,5150000,경상북도 의성군
제27회 화도진축제,동인천역북광장+화도진공원 일원,2016-05-20,2016-05-21,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
제28회 화도진축제,동인천역북광장+화도진공원 일원,2017-05-19,2017-05-20,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
제29회 화도진축제,동인천역북광장+화도진공원 일원,2018-05-18,2018-05-19,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
제30회 화도진축제,동인천역북광장+화도진공원 일원,2019-05-10,2019-05-11,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
동구문화예술한마당&막걸리페스티벌,동인천역북광장+송림아뜨렛길,2019-11-02,2019-11-22,지역예술인ㆍ지역문화예술동아리의 공연을 즐길 수 있는 문화예술의 장이자 막걸리를 빚던 옛 배다리의 인천양조장과 그 영화를 함께한 동구의 역사를 느껴보는 동구의 새로운 축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,인천양조장+배다리헌책방거리+배다리공예상가+배다리성냥마을박물관,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
제33회 화도진축제,동인천역북광장,2022-10-14,2022-10-15,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
제34회 화도진축제,동인천역북광장,2023-05-19,2023-05-20,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
2023년 화수부두 축제,화수부두,2023-10-28,2023-10-28,동구의 대표항구인 화수부두를 배경으로 한 어항축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화수부두,인천광역시 동구 화수부두로 16(화수동),인천광역시 동구 화수동 311,37.48813413,126.6307484,2025-02-07,3500000,인천광역시 동구
제35회 화도진축제,동인천역북광장+화도진공원 일원,2024-05-10,2024-05-12,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,https://www.icdonggu.go.kr/tour/culture/festival.jsp,화도진공원+수도국산달동네박물관+배다리헌책방거리,인천광역시 동구 참외전로 125 (동인천역 광장),인천광역시 동구 송현동 70-10,37.47664907,126.6324297,2025-02-07,3500000,인천광역시 동구
영도다리축제,아미르공원,2025-11-07,2025-11-09,개폐막행사+도개퍼포먼스+공연·전시·체험 프로그램 등,영도문화원,부산광역시 영도구청,부산광역시,051-419-4064,http://www.yeongdo.go.kr/ydfestival.web,,부산광역시 영도구 해양로 301번길 55,부산광역시 영도구 동삼동 1165,35.07714964,129.0820078,2025-02-04,3280000,부산광역시 영도구
영도커피페스티벌,아미르공원 및 블루포트2021,2025-05-23,2025-05-25,커피홍보관+세미나+경연대회+체험 프로그램+환영행사 등,"부산광역시 영도구청, (사)한국커피협회",부산광역시 영도구청,부산광역시,051-419-4475,https://www.yeongdo.go.kr/yd_coffee_festival.web,,부산광역시 영도구 해양로 301번길 55,부산광역시 영도구 동삼동 1165,35.07714964,129.0820078,2025-02-04,3280000,부산광역시 영도구
우포따오기와 함께하는 비사벌 문화제,창녕천 일원,2024-10-25,2024-10-27,전시공연+기념식+축하공연+우포따오기 한마음장터+미술그리기대회+보부상장터+비사벌문화행렬+향토기양제+전국시조경창대회+청소년뽐내기한마당+영산줄다리기시연+창녕문화원 동아리공연+막끌리는파티+외국인근로자 노래자랑+우포따오기 쿠킹쇼+폐막식+경품추첨,(사)비사벌문화제전회,경상남도 창녕군청,창녕군의회+창녕경찰서+경상남도창녕교육지원청+창녕소방서+창녕문화원+창녕군상공인협의회+민주평통창녕군협의회+종로상가연합회 등,055-532-0993,https://www.cng.go.kr/01659/02139/03797.web,,,경상남도 창녕군 창녕읍 교하리 199-1,35.5396124,128.4986928,2025-02-11,5410000,경상남도 창녕군
2024 태화강마두희축제,울산 중구 태화강 일원,2024-06-14,2024-06-16,큰줄다리기+부대행사,태화강마두희축제추진위원회,태화강마두희축제추진위원회,울산광역시 중구청,052-290-3662,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061,2024-11-08,3690000,울산광역시 중구
2024년 외솔한글한마당,외솔기념관 및 중구 원도심 일원,2024-10-09,2024-10-09,한글을 주제로 한 전시+체험+경연+공연,ubc 울산방송,ubc 울산방송,울산광역시청+울산광역시 중구청+외솔회,052-290-3642,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061,2024-11-08,3690000,울산광역시 중구
2024 문화의거리 현대미술제,울산 중구 문화의거리,2024-05-11,2024-05-19,갤러리+거리 미술작품 전시,문화의거리 현대미술제 울산운영위원회,경상일보,울산광역시청+울산광역시 중구청+외솔회,052-290-3666,,,울산광역시 중구 시계탑거리 4,,35.55511722,129.3216061,2024-11-08,3690000,울산광역시 중구
2024년 울산병영3.1만세운동 제23회 재현행사,울산 중구 병영성~병영오거리,2024-04-04,2024-04-05,위령제+추모제+삼일만세운동재현행사+부대행사,중구문화원,중구문화원,울산광역시 중구청+보훈지청,052-290-3664,,,울산광역시 중구 병영성13길 2,울산광역시 중구 서동 311 병영초등학교,35.57492612,129.3454467,2024-11-08,3690000,울산광역시 중구
양양문화제,양양남대천 둔치 및 부대행사장,2024-06-20,2024-06-22,2024년 양양문화제,양양문화제위원회,양양문화제위원회,,033-670-2795,https://tour.yangyang.go.kr,,,강원특별자치도 양양군 양양읍 남문리 226-2,38.073122,128.624192,2024-11-26,4351000,강원특별자치도 양양군
양양 송이&연어축제,양양남대천 둔치 및 부대행사장,2024-10-03,2024-10-06,"송이 및 연어 홍보부스, 부대행사",양양문화재단,양양문화재단,,033-671-3803,https://tour.yangyang.go.kr,,,강원특별자치도 양양군 양양읍 남문리 226-2,38.073122,128.624192,2024-11-26,4351000,강원특별자치도 양양군
